[-35071349ms] [ERROR] Failed to load resource: net::ERR_BLOCKED_BY_CLIENT @ https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496:0
[-35070987ms] [INFO] This page uses Chrome's Built-In AI features (LanguageDetector)! We're always improving our models; please submit your feedback here: https://issues.chromium.org/issues/new?component=1583316 @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4893
[ -716928ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716920ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716918ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716918ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716908ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716881ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716880ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716879ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716877ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716877ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716875ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716872ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716870ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -711094ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -711090ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -710784ms] [WARNING] No available adapters. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -707336ms] [WARNING] OTS parsing error: Size of decompressed WOFF 2.0 is less than compressed size @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -704965ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/ci/a25430250e99cb96/1785748216967/C5426Hgj.QfnyfKFNJ5mkZ9UfPQsTzxZnTP1sjSTXj4-1785748216-1.3.1.1-ceDmj85kAbKzjmqRHfP5jZHUNB8bYz9DtwrBWIPiaymCL3NKgM_pqSjNAjVaM1rFLZc4.VDuwu._TySz2sC7u3fHKPDeZWz4h5XL0cZ4xXuhKDz.1uL7AzkC3bH2mTCcp6yuysNM8oCMmuji6CPo0n0ZuNrUz.yTF5ZeLuGhfi9L.lOTvNkAvomUx5BmqWFSKrntftCRqmv7XaOm3VA5ty1O8GulC_r3qUrLEYTPAIpfXW39Uq3VUipAThGldLXtf1d.VPncKEqH1YXtlc9XyZvcGxbvj0iwCuR0xSlvlKk8x5psYFA3unAMqh5KVvenkTcgCsl91ohqXHyqORSMZH7IfS1JxaEVx.hMsK4DLjbV.ukQOAMx_nGGG6HgFAwTqy12ZAIc_LYiuGXf9Z2z9YmIApL6V7O.GAOCmmObUJQzk3W6PzrwO0ErL5CjnkT0A8SIAgf2wWWDJwjh4FQ0eOrldtd5IPQq2AH2kRXkeLnamK_L7b0YVsHo7YhWY2BZ1tfCTYBAsauq5ULyS8c4.xS_A1QWdGb0iyFD.hO4tCT3WU_oPSitRkZjjPyBXnyv9Id1p_nNiVDdvXrVHcpbrv2AO231oH5hAtiCJl86K.Ntj8Z0OY1Mw6YEnVZCgwvRWGmme8YIjJv3tHff9mSj8G_LlAJMziRiNTj4Wv4MNioJMTM23DN3ViW9u_WidCbJZKSnx7KITzIN2A_qzSkdlvL.gh7937vwS1YQMPaUb6o:0
[ -700682ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/fo/3654541318:1785744017:dQ_GYsJZeDeI3abWVUvIrvFwQJtfQuhU7fedU1gUe-0/a25430250e99cb96/QIjIqV138ksHRhw59x6HSrraZaxXu1wRyEJ_Bb32z4s-1785748214-1.2.1.1-CSXahLZcUGb_eixT7M1yErU94R3xg8xPwN1Sqc8FolQpI_iXSLyLZRyaVZq4VIDu:0
[ -673809ms] [ERROR] Creating a TrustedTypePolicy named 'sanitizer' violates the following Content Security policy directive: "trusted-types nfFM8 default". The action has been blocked. @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4931
[ -673416ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -673416ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -673414ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671338ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671338ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671337ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671121ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671120ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671119ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671118ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671117ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -671116ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -670944ms] [WARNING] OTS parsing error: Size of decompressed WOFF 2.0 is less than compressed size @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -670921ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -670921ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -670897ms] [WARNING] No available adapters. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rchlEUlPuBW.GM8SOgJtX0RHtECCWF7QN1bMg5cjjPWTO0-1785748214-1.3.1.1-1tL_8TMx7sxmzq.NL9zQ3990ADitL91d9j38YYoz5_4/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/failure_retry/normal?lang=auto:0
[ -376726ms] [ERROR] Creating a TrustedTypePolicy named 'sanitizer' violates the following Content Security policy directive: "trusted-types nfFM8 default". The action has been blocked. @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4931
[ -376339ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -376339ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -376335ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -372426ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -372422ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -372418ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -372418ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -372418ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -372417ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
